TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
NRTQ3;0,00;;0,00;0,00;0,00;30,20;18,39;11,87;0,00;-0,72;-0,72;-0,18;0,00;0,00;0,00;2,80;15,62;10,75;16,43;0,69;0,31;0,91;8,13;4,81;;12,63;1,97;0,00;0,00
NTCO3;51,53;;-109,04;2,59;1,16;64,17;2,14;-1,76;89,79;96,73;6,94;0,20;1,92;27,53;-1,68;1,16;-2,37;-1,07;1,25;0,45;0,55;0,61;36,13;;378.574.807,39;19,91;-0,47;0,21;70.895.968.735,12
NUTR3;279,99;;0,87;2,22;0,51;21,89;4,60;59,67;11,22;13,49;2,27;0,45;0,52;1,73;-1,21;2,07;256,10;59,42;-36,05;0,23;0,77;1,00;7,39;;26.999,50;126,37;323,63;0,00;35.823.040,56
ODER4;190,00;0,13;34,10;8,84;4,25;33,58;18,68;11,70;21,36;22,25;0,89;0,37;3,99;11,60;-15,11;2,04;25,92;12,46;23,83;0,48;0,52;1,07;3,77;27,10;37.500,00;21,50;5,57;0,15;2.144.550.140,00
ODPV3;13,04;3,87;19,18;5,74;3,61;59,60;29,17;20,46;13,46;12,03;-1,43;-0,61;3,92;15,58;-7,44;1,81;29,93;18,80;29,39;0,63;0,37;0,92;7,15;10,22;26.837.517,61;2,27;0,68;0,72;6.928.084.087,68
OFSA3;30,00;1,46;18,04;2,89;1,47;51,22;13,99;12,29;15,85;17,33;1,48;0,27;2,22;3,67;-3,81;2,85;16,00;8,13;10,26;0,51;0,49;0,66;6,45;5,33;679.280,76;10,40;1,66;0,19;1.618.470.180,00
OGXP3;1,63;;-2,15;-0,98;0,92;;;;-9,26;-9,26;0,00;;;-0,98;;0,51;-45,53;-43,02;10,57;-0,94;1,94;0,00;;;;-1,67;-0,76;0,02;52.747.073,84
OIBR3;1,84;;-0,75;1,83;0,15;21,68;-4,43;-77,15;-13,07;-38,56;-25,38;3,56;0,58;1,81;-0,20;1,50;-243,90;-20,08;-3,51;0,08;0,92;0,26;-6,55;;265.088.836,76;1,00;-2,45;-0,02;11.044.064.456,80
OIBR4;2,40;;-0,98;2,39;0,20;21,68;-4,43;-77,15;-17,05;-38,56;-25,38;3,56;0,76;2,36;-0,26;1,50;-243,90;-20,08;-3,51;0,08;0,92;0,26;-6,55;;12.061.342,18;1,00;-2,45;-0,02;11.044.064.456,80
OMGE3;38,49;;152,89;1,96;0,71;36,92;47,53;4,48;14,40;24,22;9,81;1,34;6,85;10,66;-0,81;2,16;1,28;0,47;4,79;0,36;0,64;0,10;50,40;62,86;52.176.975,36;19,61;0,25;1,87;7.545.430.682,19
OPCT3;9,00;;-954,21;10,23;1,69;22,74;15,13;-0,29;18,59;23,72;5,14;2,83;2,81;17,51;-2,51;1,42;-1,07;-0,18;9,37;0,16;0,84;0,60;;;22.593.248,21;0,88;-0,01;;1.799.635.986,00
ORVR3;21,83;;38,66;25,62;2,31;34,27;4,15;10,52;98,07;118,16;20,09;5,25;4,07;-30,38;-3,00;0,75;66,27;5,97;0,63;0,09;0,89;0,57;;;10.555.822,74;0,85;0,56;;1.559.752.845,10
OSXB3;17,54;;-0,11;-0,01;0,03;95,46;-1.867,50;-4.687,45;-0,28;-22,95;-22,67;;5,24;-0,11;-0,03;0,03;-10,24;-24,71;61,12;-2,41;3,42;0,01;-56,03;;493.986,09;-1.531,02;-156,78;0,00;55.216.586,52
PARD3;20,28;1,45;20,85;3,74;1,36;26,44;13,76;9,49;14,38;15,27;0,89;0,23;1,98;10,20;-2,28;1,50;17,93;6,53;13,19;0,36;0,64;0,69;14,21;13,42;10.485.518,94;5,42;0,97;-2,26;2.656.245.906,60
PATI3;43,00;0,42;4,30;1,30;0,57;17,50;16,43;12,71;3,33;3,25;-0,14;-0,05;0,55;1,15;-3,06;2,60;30,18;13,32;14,13;0,44;0,56;1,05;17,73;75,16;43.235,32;33,09;9,99;0,00;798.819.828,55
PATI4;59,89;4,68;6,00;1,81;0,80;17,50;16,43;12,71;4,64;3,25;-0,14;-0,05;0,76;1,60;-4,26;2,60;30,18;13,32;14,13;0,44;0,56;1,05;17,73;75,16;36.510,27;33,09;9,99;0,01;798.819.828,55
PCAR3;28,31;2,06;3,49;0,45;0,14;26,83;5,13;4,25;2,89;3,06;0,17;0,03;0,15;-9,02;-0,21;0,95;12,96;4,09;7,58;0,32;0,68;0,96;6,62;;302.540.465,03;62,63;8,12;0,02;7.597.032.861,77
PCAR4;72,11;;8,88;1,15;0,36;26,83;5,13;4,25;7,36;3,06;0,17;0,03;0,38;-22,98;-0,54;0,95;12,96;4,09;7,58;0,32;0,68;0,96;6,62;;;62,63;8,12;0,05;7.597.032.861,77
PDGR3;6,24;;-0,06;-0,01;0,03;13,07;-197,94;-390,22;-0,12;-3,98;-3,86;;0,24;-0,02;-0,13;0,36;-15,08;-45,05;12,14;-2,99;4,02;0,12;-41,16;;1.966.779,30;-667,99;-100,70;-0,01;50.337.799,20
PDTC3;6,03;;27,49;4,59;1,26;36,43;10,49;10,17;26,64;27,83;1,19;0,21;2,79;3,63;-5,46;1,82;16,71;4,57;9,30;0,27;0,73;0,45;173,12;;549.978,58;1,31;0,22;0,13;473.052.167,37
PEAB3;67,00;47,94;1,82;0,90;0,68;27,52;262,91;171,97;1,19;0,39;-0,83;-0,63;3,13;1,28;-2,67;3,57;49,38;37,59;49,21;0,76;0,24;0,22;8,71;26,97;14.407,33;74,62;36,85;0,00;880.244.043,00
PEAB4;70,00;50,47;1,90;0,94;0,71;27,52;262,91;171,97;1,24;0,39;-0,83;-0,63;3,27;1,33;-2,79;3,57;49,38;37,59;49,21;0,76;0,24;0,22;8,71;26,97;13.270,87;74,62;36,85;0,00;880.244.043,00
PETR3;23,52;1,02;43,16;0,99;0,31;45,56;18,24;2,61;6,18;12,85;6,62;1,06;1,13;50,83;-0,36;1,04;2,28;0,72;6,17;0,32;0,68;0,28;-3,29;;918.022.637,09;23,85;0,54;-0,52;309.495.548.331,84
PETR4;24,00;0,00;44,04;1,01;0,32;45,56;18,24;2,61;6,31;12,85;6,62;1,06;1,15;51,87;-0,37;1,04;2,28;0,72;6,17;0,32;0,68;0,28;-3,29;;2.875.795.448,97;23,85;0,54;-0,54;309.495.548.331,84
PETZ3;20,37;0,16;137,46;15,59;4,24;48,27;8,64;4,06;64,67;64,74;0,07;0,02;5,59;34,59;-7,97;1,35;11,34;3,08;11,13;0,27;0,73;0,76;;;86.480.360,64;1,31;0,15;0,93;8.025.600.703,26
PFRM3;5,92;;14,01;0,51;0,19;13,93;2,20;0,95;6,08;7,98;1,90;0,16;0,13;0,78;-0,57;1,61;3,65;1,39;4,52;0,38;0,62;1,46;9,61;;3.746.883,00;11,59;0,42;0,04;732.971.616,16
PGMN3;9,39;;43,39;2,15;0,72;30,92;4,69;1,40;12,95;13,75;0,80;0,13;0,61;3,31;-1,60;1,67;4,95;1,67;10,44;0,34;0,66;1,19;8,17;25,42;7.311.848,52;4,37;0,22;-0,03;4.167.104.172,18
PINE3;0,00;;0,00;0,00;0,00;21,25;-18,97;-9,65;0,00;-1,27;;;0,00;0,00;0,00;0,65;-8,03;-0,46;;0,06;0,94;0,05;-7,40;;;5,35;-0,43;0,00;158.224.229,96
PINE4;2,18;;-5,08;0,41;0,02;21,25;-18,97;-9,65;-2,58;-1,27;;;0,49;-0,19;-0,03;0,65;-8,03;-0,46;;0,06;0,94;0,05;-7,40;;473.141,88;5,35;-0,43;0,11;158.224.229,96
PLAS3;5,08;;-0,54;-0,33;0,10;-1,27;-22,66;-31,69;-0,75;-2,55;-1,79;;0,17;-0,60;-0,14;0,61;-61,84;-19,34;1.554,27;-0,31;1,31;0,61;-5,14;;92.911,18;-15,23;-9,42;0,00;63.121.123,44
PLPL3;5,89;;9,10;5,23;1,25;36,81;16,71;14,67;7,99;8,57;0,57;0,38;1,34;1,60;-21,51;5,92;57,44;13,75;25,06;0,24;0,76;0,94;;;2.556.433,27;1,13;0,65;0,31;1.203.067.840,00
PMAM3;9,36;;-0,47;-2,05;0,10;2,99;-5,35;-20,07;-1,77;-13,61;-11,84;;0,09;-0,19;-0,19;0,47;-433,86;-21,37;-8,87;-0,05;1,05;1,06;-4,39;;1.304.626,03;-4,58;-19,85;0,00;406.260.026,64
PNVL3;19,10;0,71;51,54;2,88;1,33;28,21;3,24;1,95;31,13;32,51;1,52;0,14;1,01;3,81;-3,91;2,12;5,59;2,58;5,35;0,46;0,54;1,32;7,62;9,23;16.165.822,94;6,63;0,37;-1,73;2.879.385.188,30
PNVL4;18,07;0,83;48,76;2,73;1,26;28,21;3,24;1,95;29,46;32,51;1,52;0,14;0,95;3,61;-3,70;2,12;5,59;2,58;5,35;0,46;0,54;1,32;7,62;9,23;286.787,73;6,63;0,37;-1,64;2.879.385.188,30
POMO3;2,55;1,76;23,25;0,93;0,41;16,59;4,80;2,89;14,00;20,60;5,72;0,38;0,67;1,66;-0,90;1,85;3,98;1,77;2,81;0,44;0,56;0,61;5,56;0,36;796.780,36;2,75;0,11;-0,48;2.565.893.633,60
POMO4;2,80;1,61;25,53;1,02;0,45;16,59;4,80;2,89;15,37;20,60;5,72;0,38;0,74;1,83;-0,99;1,85;3,98;1,77;2,81;0,44;0,56;0,61;5,56;0,36;26.844.851,94;2,75;0,11;-0,53;2.565.893.633,60
POSI3;6,17;0,52;4,58;0,85;0,31;20,47;12,67;8,71;3,15;3,94;0,79;0,21;0,40;1,04;-1,43;1,61;18,48;6,76;11,20;0,37;0,63;0,78;3,53;;12.065.176,61;7,29;1,35;0,00;874.906.000,00
POWE3;14,71;;27,90;6,31;1,73;11,57;8,54;3,79;12,40;12,54;0,14;0,07;1,06;15,68;-3,81;1,25;22,62;6,20;31,97;0,27;0,73;1,63;;;18.833.075,04;2,33;0,53;;1.318.822.931,76
PPAR3;14,60;;-11,37;0,02;0,01;;;;-7,45;9,05;16,50;-0,05;;0,43;-0,02;;-0,18;-0,13;-0,28;0,71;0,29;0,00;;;;707,46;-1,28;0,09;1.080.400,00
PPLA11;9,90;;-189,56;6.966,30;9,77;;;;-189,56;-189,56;;;;-9,78;-9,77;0,00;-3.675,00;-5,15;;0,00;1,00;0,00;;;22.666,21;0,00;-0,05;1,90;27.865.193,40
PRIO3;93,93;;36,44;5,24;2,43;32,42;49,51;23,78;17,50;19,31;1,81;0,54;8,67;-53,57;-3,33;0,86;14,37;6,67;16,03;0,46;0,54;0,28;49,72;32,61;642.575.308,12;17,94;2,58;-1,27;16.500.323.254,17
PRNR3;8,32;;-15,72;1,53;0,98;11,33;-0,68;-7,83;-180,25;-144,34;35,91;-0,30;1,23;2,09;-3,04;3,26;-9,73;-6,25;-6,06;0,64;0,36;0,80;;;948.690,70;5,44;-0,53;0,02;322.471.685,12
PSSA3;48,76;4,39;9,34;1,76;0,43;100,00;9,04;9,07;9,36;3,14;-6,22;-1,17;0,85;3,64;-1,36;1,21;18,83;4,60;8,56;0,24;0,76;0,51;3,79;11,08;54.231.936,36;27,74;5,22;0,42;15.763.768.142,80
PTBL3;9,79;1,55;14,76;3,59;0,75;32,60;6,02;8,32;20,40;26,62;6,21;1,09;1,23;12,25;-1,33;1,16;24,31;5,07;1,18;0,21;0,79;0,61;3,26;-32,43;34.728.843,79;2,73;0,66;0,07;1.512.842.444,19
PTCA11;0,00;;0,00;0,00;0,00;42,89;6,81;4,81;0,00;2,54;2,54;0,46;0,00;0,00;0,00;1,63;12,79;4,38;7,20;0,34;0,66;0,91;;;;12,39;1,58;0,00;0,00
PTCA3;0,00;;0,00;0,00;0,00;42,89;6,81;4,81;0,00;2,54;2,54;0,46;0,00;0,00;0,00;1,63;12,79;4,38;7,20;0,34;0,66;0,91;;;;12,39;1,58;0,00;0,00
PTNT3;8,24;;20,83;1,31;0,56;14,30;6,27;3,39;11,25;11,32;3,26;0,38;0,71;6,29;-1,07;1,24;6,28;2,71;6,34;0,43;0,57;0,80;1,60;-29,08;181.347,58;6,30;0,40;-0,66;283.799.587,12
PTNT4;4,74;;11,98;0,75;0,32;14,30;6,27;3,39;6,47;11,32;3,26;0,38;0,41;3,62;-0,61;1,24;6,28;2,71;6,34;0,43;0,57;0,80;1,60;-29,08;132.212,33;6,30;0,40;-0,38;283.799.587,12
QUAL3;32,73;0,90;23,63;5,24;2,40;81,03;29,11;19,36;15,71;16,31;0,60;0,20;4,57;10,42;-3,99;2,36;22,17;10,14;14,80;0,46;0,54;0,52;6,05;22,49;111.869.232,33;6,25;1,39;-3,48;9.295.788.857,25
QUSW3;0,00;;0,00;0,00;0,00;27,64;13,10;5,07;0,00;0,54;0,54;0,19;0,00;0,00;0,00;1,41;13,45;5,76;13,94;0,43;0,57;1,14;27,25;9,12;;56,30;7,57;0,00;0,00
QVQP3B;0,00;;0,00;0,00;0,00;;;;0,00;1,14;1,14;-0,97;;0,00;;;-84,00;-84,00;-85,33;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
RADL3;25,87;0,60;88,22;9,66;3,09;29,36;4,56;2,41;46,66;47,50;0,84;0,17;2,13;19,26;-6,28;1,46;10,95;3,50;13,08;0,32;0,68;1,45;17,66;7,84;166.906.967,97;2,68;0,29;-2,37;42.735.429.100,00
RAIL3;20,77;;129,60;2,52;0,84;32,22;27,97;4,27;19,76;25,99;6,23;0,79;5,53;6,33;-1,10;2,25;1,94;0,65;5,05;0,33;0,67;0,15;10,92;;289.038.779,61;8,25;0,16;-2,10;38.510.878.089,07
RANI3;5,79;1,89;16,02;1,89;0,82;31,60;16,08;9,01;8,98;10,44;1,46;0,31;1,44;3,01;-1,43;2,78;11,80;5,11;10,79;0,43;0,57;0,57;6,30;184,81;17.170.568,55;3,06;0,36;-0,07;1.486.410.160,65
RANI4;5,50;1,25;15,22;1,80;0,78;31,60;16,08;9,01;8,53;10,44;1,46;0,31;1,37;2,86;-1,35;2,78;11,80;5,11;10,79;0,43;0,57;0,57;6,30;184,81;644.391,25;3,06;0,36;-0,07;1.486.410.160,65
RAPT3;11,15;2,17;5,80;1,45;0,43;25,18;18,92;12,39;3,80;5,70;1,13;0,43;0,72;1,70;-1,05;1,75;24,95;7,40;9,99;0,30;0,70;0,60;11,59;;283.709,88;7,70;1,92;0,03;4.641.763.037,61
RAPT4;14,58;1,66;7,58;1,89;0,56;25,18;18,92;12,39;4,97;5,70;1,13;0,43;0,94;2,22;-1,37;1,75;24,95;7,40;9,99;0,30;0,70;0,60;11,59;;42.562.961,39;7,70;1,92;0,05;4.641.763.037,61
RCSL3;8,29;;-460,16;-9,69;14,27;19,77;2,32;-4,79;949,51;423,12;-1,68;;22,04;-111,45;-25,15;0,77;-2,11;-3,10;-1,02;-1,47;2,47;0,65;117,05;;13.042.116,70;-0,86;-0,02;7,61;281.220.389,10
RCSL4;1,40;;-77,71;-1,64;2,41;19,77;2,32;-4,79;160,35;423,12;-1,68;;3,72;-18,82;-4,25;0,77;-2,11;-3,10;-1,02;-1,47;2,47;0,65;117,05;;2.208.670,64;-0,86;-0,02;1,28;281.220.389,10
RDNI3;8,26;0,11;72,02;0,58;0,23;26,54;11,61;1,40;8,70;17,51;8,81;0,59;1,01;1,23;-0,37;1,97;0,80;0,32;2,91;0,40;0,60;0,23;-10,68;-15,50;209.595,21;14,29;0,11;-0,52;361.538.614,08
RDOR3;63,76;0,21;295,53;9,04;2,77;18,30;11,67;3,05;77,32;82,33;5,02;0,59;9,02;6,82;-5,45;5,81;3,06;0,94;4,25;0,31;0,69;0,31;;;152.331.170,79;7,05;0,22;-6,36;126.584.459.402,80
REDE3;9,15;1,02;21,22;3,37;0,89;21,85;16,20;8,05;10,55;13,40;2,84;0,91;1,71;7,56;-1,40;1,48;15,88;4,20;9,80;0,26;0,74;0,52;6,59;23,64;103.616,74;2,72;0,43;0,76;19.309.458.872,10
RENT3;59,30;0,44;42,91;7,43;2,20;28,12;17,48;10,17;24,96;28,59;3,62;1,08;4,36;35,33;-3,02;1,30;17,32;5,13;8,60;0,30;0,70;0,50;21,28;21,10;375.433.385,82;7,98;1,38;1,67;44.977.073.531,00
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;42,36;37.882.863,43;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;11,29;;-0,34;-0,12;0,07;53,11;-144,55;-772,80;-1,82;-20,40;-18,59;;2,63;-0,05;-0,07;0,04;-34,21;-19,91;-26,76;-0,58;1,58;0,03;-20,17;;215.008,24;-97,15;-33,23;0,01;157.005.227,99
RNEW3;4,01;;-0,36;-0,12;0,07;53,11;-144,55;-772,80;-1,94;-20,40;-18,59;;2,80;-0,05;-0,08;0,04;-34,21;-19,91;-26,76;-0,58;1,58;0,03;-20,17;;141.047,18;-32,38;-11,08;0,01;157.005.227,99
RNEW4;3,62;;-0,33;-0,11;0,07;53,11;-144,55;-772,80;-1,75;-20,40;-18,59;;2,53;-0,05;-0,07;0,04;-34,21;-19,91;-26,76;-0,58;1,58;0,03;-20,17;;262.857,00;-32,38;-11,08;0,01;157.005.227,99
ROMI3;26,05;9,21;10,95;2,35;1,09;30,71;10,98;17,93;17,88;19,88;2,00;0,26;1,96;3,96;-2,82;1,82;21,42;9,99;7,50;0,47;0,53;0,56;9,91;88,47;55.085.223,61;11,11;2,38;0,32;1.910.348.668,10
RPAD3;6,24;;15,56;0,51;0,51;94,85;34.974,23;35.003,09;15,58;14,12;-0,62;-0,02;5.447,60;41,78;-0,52;2,32;3,30;3,27;3,30;0,99;0,01;0,00;-12,49;-8,01;25.933,41;12,14;0,40;-0,92;500.187.793,55
RPAD5;8,95;6,09;22,32;0,74;0,73;94,85;34.974,23;35.003,09;22,34;14,12;-0,62;-0,02;7.813,47;59,92;-0,75;2,32;3,30;3,27;3,30;0,99;0,01;0,00;-12,49;-8,01;11.150,21;12,14;0,40;-1,32;500.187.793,55
RPAD6;5,51;;13,74;0,45;0,45;94,85;34.974,23;35.003,09;13,75;14,12;-0,62;-0,02;4.810,30;36,89;-0,46;2,32;3,30;3,27;3,30;0,99;0,01;0,00;-12,49;-8,01;11.271,95;12,14;0,40;-0,81;500.187.793,55
RPMG3;2,91;;-0,56;-0,06;0,07;-2,04;-20,29;-24,08;-0,67;-0,67;0,00;;0,14;-0,07;-0,86;0,50;-11,38;-11,71;9,59;-1,03;2,03;0,49;37,84;;223.236,61;-45,46;-5,17;-0,02;196.982.640,39
RRRP3;44,00;;-18,59;4,47;2,28;47,99;-84,38;-126,92;-27,96;-27,53;0,42;-0,07;23,59;7,33;-3,60;6,74;-24,07;-12,29;-11,55;0,51;0,49;0,10;;;24.462.912,64;9,84;-2,37;-0,03;4.818.191.048,00
RSID3;10,21;;11,72;-0,32;0,11;44,54;-499,55;19,62;-0,46;-2,64;-2,18;;2,30;-0,15;-0,17;0,33;-2,70;0,92;-132,00;-0,34;1,34;0,05;-42,64;;3.143.113,39;-32,28;0,87;-0,11;175.135.570,77
RSUL3;0,00;;0,00;0,00;0,00;35,90;21,35;13,92;0,00;1,55;0,23;0,48;0,00;0,00;0,00;0,62;133,22;10,72;95,41;0,08;0,92;0,77;4,32;19,67;;31,45;41,90;0,00;49.200.000,00
RSUL4;205,00;;4,89;6,52;0,52;35,90;21,35;13,92;3,19;1,55;0,23;0,48;0,68;-2,57;-0,78;0,62;133,22;10,72;95,41;0,08;0,92;0,77;4,32;19,67;38.971,78;31,45;41,90;0,10;49.200.000,00
SANB11;40,43;2,55;10,80;1,79;0,15;16,13;7,82;14,15;19,55;19,55;;;1,53;-0,32;-0,18;0,26;16,53;1,42;;0,09;0,91;0,10;-2,12;6,46;141.864.123,09;22,64;3,74;-0,75;151.582.805.195,97
SANB3;18,95;2,59;10,12;1,67;0,14;16,13;7,82;14,15;18,33;19,55;;;1,43;-0,30;-0,17;0,26;16,53;1,42;;0,09;0,91;0,10;-2,12;6,46;1.421.389,15;11,32;1,87;-0,70;151.582.805.195,97
SANB4;20,67;2,61;11,04;1,83;0,16;16,13;7,82;14,15;19,99;19,55;;;1,56;-0,33;-0,19;0,26;16,53;1,42;;0,09;0,91;0,10;-2,12;6,46;1.725.411,91;11,32;1,87;-0,76;151.582.805.195,97
SAPR11;22,23;4,47;6,74;0,97;0,51;59,97;32,72;20,76;4,28;6,04;1,77;0,40;1,40;21,86;-0,59;1,21;14,35;7,55;11,34;0,53;0,47;0,36;10,07;17,84;57.607.377,27;22,97;3,30;-0,87;6.718.819.737,47
SAPR3;4,48;4,10;6,80;0,98;0,51;59,97;32,72;20,76;4,31;6,04;1,77;0,40;1,41;22,02;-0,59;1,21;14,35;7,55;11,34;0,53;0,47;0,36;10,07;17,84;3.533.980,94;4,59;0,66;-0,88;6.718.819.737,47
SAPR4;4,46;4,54;6,76;0,97;0,51;59,97;32,72;20,76;4,29;6,04;1,77;0,40;1,40;21,92;-0,59;1,21;14,35;7,55;11,34;0,53;0,47;0,36;10,07;17,84;26.723.385,45;4,59;0,66;-0,87;6.718.819.737,47
SBSP3;42,84;3,21;24,43;1,35;0,61;37,31;24,92;6,81;6,67;9,74;3,06;0,62;1,66;95,23;-0,68;1,07;5,53;2,51;11,31;0,45;0,55;0,37;9,91;30,11;214.965.924,06;31,74;1,75;-0,36;29.281.562.787,96
SCAR3;37,90;0,17;25,06;1,41;0,71;80,17;64,73;25,73;9,96;14,50;4,54;0,64;6,45;5,89;-0,88;2,73;5,61;2,84;5,87;0,51;0,49;0,11;-6,59;-11,47;426.105,48;26,95;1,51;22,06;2.188.244.390,10
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;11,81;2,76;37,13;1,14;0,52;53,37;14,78;3,22;8,09;7,58;-0,51;-0,07;1,20;2,06;-0,82;3,13;3,07;1,40;9,33;0,45;0,55;0,43;12,60;-8,61;11.175.705,91;10,35;0,32;-0,49;1.520.201.623,60
SEQL3;28,64;;518,15;8,85;2,65;21,58;4,38;0,70;83,34;87,69;4,35;0,46;3,65;9,56;-5,46;2,16;1,71;0,51;3,30;0,30;0,70;0,73;;;20.733.619,48;3,24;0,06;-2,61;3.641.576.601,44
SGPS3;6,70;;-1,03;0,29;0,11;33,88;-1,79;-23,67;-13,58;-44,02;-30,44;0,66;0,24;1,53;-0,17;1,22;-28,67;-10,40;-4,44;0,36;0,64;0,44;-7,42;;646.484,03;22,76;-6,53;0,00;335.000.000,00
SHOW3;3,61;;-4,25;0,96;0,39;13,22;-30,43;-46,23;-6,45;-5,10;1,35;-0,20;1,96;2,15;-0,94;1,45;-22,54;-9,23;-9,66;0,41;0,59;0,20;-6,57;;1.322.991,36;3,77;-0,85;0,16;243.359.590,69
SHUL3;0,00;;0,00;0,00;0,00;22,97;13,67;13,49;0,00;6,59;1,70;0,33;0,00;0,00;0,00;2,28;19,10;7,96;7,62;0,42;0,58;0,59;10,16;24,14;;8,31;1,59;0,00;702.059.314,88
SHUL4;13,72;2,26;8,64;1,65;0,69;22,97;13,67;13,49;8,53;6,59;1,70;0,33;1,17;1,87;-1,99;2,28;19,10;7,96;7,62;0,42;0,58;0,59;10,16;24,14;3.329.358,30;8,31;1,59;0,19;702.059.314,88
SIMH3;36,70;0,47;27,38;2,34;0,30;20,60;10,50;2,81;7,34;16,36;9,02;2,88;0,77;1,27;-0,54;2,08;8,56;1,08;3,83;0,13;0,87;0,38;10,36;53,42;38.541.458,12;15,65;1,34;1,23;7.558.771.489,20
SLCE3;41,05;2,40;16,01;2,48;0,91;27,63;20,16;12,62;10,02;11,06;1,04;0,26;2,02;4,20;-1,78;1,80;15,51;5,69;10,82;0,37;0,63;0,45;17,07;33,35;57.748.810,85;16,53;2,56;0,28;7.823.924.750,00
SLED3;0,88;;-0,13;-0,16;0,13;29,89;-102,42;-114,29;-0,15;-0,79;-0,68;;0,15;-0,96;-0,18;0,70;-119,84;-93,74;663,74;-0,78;1,78;0,82;-18,14;;314.630,55;-5,45;-6,53;0,00;41.837.186,97
SLED4;0,53;;-0,08;-0,10;0,08;29,89;-102,42;-114,29;-0,09;-0,79;-0,68;;0,09;-0,58;-0,11;0,70;-119,84;-93,74;663,74;-0,78;1,78;0,82;-18,14;;573.872,67;-5,45;-6,53;0,00;41.837.186,97
SMFT3;0,00;;0,00;0,00;0,00;13,76;-31,39;-52,03;0,00;-3,95;-3,95;0,87;0,00;0,00;0,00;0,96;-36,54;-9,49;-9,90;0,26;0,74;0,18;;;;92,59;-33,83;0,00;0,00
SMLS3;22,49;5,65;14,25;2,07;0,83;82,71;36,70;34,20;13,28;9,78;-3,50;-0,54;4,87;2,93;-3,07;1,63;14,51;5,83;8,72;0,40;0,60;0,17;;;28.011.323,88;10,88;1,58;-0,21;2.792.334.852,97
SMTO3;30,82;1,76;12,65;3,26;0,90;34,82;35,23;20,07;7,21;10,22;3,02;1,36;2,54;6,24;-1,26;2,01;25,77;7,12;12,82;0,28;0,72;0,35;14,03;17,25;52.160.422,00;9,45;2,44;0,26;10.910.629.159,78
SNSY3;15,30;;-0,82;-0,09;0,31;14,01;-12,35;-30,72;-2,05;-2,97;-1,78;;0,25;-0,71;-0,66;0,55;-10,75;-37,42;4,70;-3,48;4,52;1,22;0,60;;68.381,91;-172,53;-18,55;0,04;68.791.324,80
SNSY5;5,56;;-0,30;-0,03;0,11;14,01;-12,35;-30,72;-0,75;-2,97;-1,78;;0,09;-0,26;-0,24;0,55;-10,75;-37,42;4,70;-3,48;4,52;1,22;0,60;;118.097,48;-172,53;-18,55;0,01;68.791.324,80
SNSY6;13,33;;-0,72;-0,08;0,27;14,01;-12,35;-30,72;-1,79;-2,97;-1,78;;0,22;-0,62;-0,58;0,55;-10,75;-37,42;4,70;-3,48;4,52;1,22;0,60;;1.033,67;-172,53;-18,55;0,04;68.791.324,80
SOMA3;14,31;;-97,94;4,38;2,97;60,87;-6,82;-5,61;-80,55;-77,20;3,35;-0,18;5,49;6,71;-8,72;3,03;-4,47;-3,03;-10,25;0,68;0,32;0,54;;;17.585.520,15;3,27;-0,15;0,63;6.827.895.208,44
SOND3;241,80;0,35;27,81;7,93;5,96;29,07;28,28;33,50;32,94;13,32;-2,15;-0,52;9,32;14,42;-13,32;3,96;28,51;21,43;22,24;0,75;0,25;0,64;-16,58;-15,38;;30,50;8,70;0,23;279.098.338,00
SOND5;45,02;2,05;5,18;1,48;1,11;29,07;28,28;33,50;6,13;13,32;-2,15;-0,52;1,73;2,68;-2,48;3,96;28,51;21,43;22,24;0,75;0,25;0,64;-16,58;-15,38;12.474,20;30,50;8,70;0,04;279.098.338,00
SOND6;45,00;2,05;5,18;1,48;1,11;29,07;28,28;33,50;6,13;13,32;-2,15;-0,52;1,73;2,68;-2,48;3,96;28,51;21,43;22,24;0,75;0,25;0,64;-16,58;-15,38;7.840,50;30,50;8,70;0,04;279.098.338,00
SPRI3;21,72;;-3,32;2,45;2,36;;;;-3,00;-2,46;0,17;-0,14;;4,61;-4,93;66,47;-73,82;-71,18;-81,66;0,96;0,04;0,00;;;15.718,85;8,86;-6,54;-0,01;48.073.731,88
